game	inning	pitcher	hitter	hit	type	x	y
3	Bottom	Zach McAllister	Ben Zobrist	O	Flyout	116.47	60.24
4	Top	Erik Bedard	Ryan Raburn	O	Pop Out	108.43	152.61
4	Top	Erik Bedard	Asdrubal Cabrera	O	Flyout	106.43	52.21
4	Bottom	Zach McAllister	James Loney	H	Single	173.69	106.43
4	Bottom	Zach McAllister	Wil Myers	H	Double	66.27	70.28
4	Bottom	Zach McAllister	Matt Joyce	O	Flyout	140.56	54.22
4	Bottom	Zach McAllister	Yunel Escobar	H	Single	194.78	114.46
4	Bottom	Zach McAllister	Ryan Hanigan	O	Groundout	102.41	171.69
5	Top	Erik Bedard	David Murphy	O	Flyout	79.32	98.39
5	Top	Erik Bedard	Jose Ramirez	O	Groundout	104.42	173.69
5	Top	Erik Bedard	Mike Aviles	O	Flyout	194.78	99.4
5	Bottom	Zach McAllister	David DeJesus	O	Lineout	148.59	173.69
5	Bottom	Zach McAllister	Ben Zobrist	H	Single	140.56	80.32
5	Bottom	Zach McAllister	Evan Longoria	H	Double	160.64	42.17
5	Bottom	Zach McAllister	James Loney	H	Single	195.78	123.49
5	Bottom	C.C. Lee	Matt Joyce	O	Groundout	143.57	156.63
6	Top	Erik Bedard	Nick Swisher	O	Flyout	72.29	72.29
6	Top	Erik Bedard	Michael Brantley	O	Groundout	144.58	158.63
6	Top	Erik Bedard	Carlos Santana	O	Groundout	105.42	172.69
7	Top	Juan Carlos Oviedo	Ryan Raburn	O	Groundout	147.59	174.7
7	Top	Juan Carlos Oviedo	Asdrubal Cabrera	O	Flyout	199.8	83.33
7	Top	Juan Carlos Oviedo	Yan Gomes	O	Pop Out	113.45	181.73
7	Bottom	Josh Outman	David DeJesus	O	Flyout	126.51	63.25
7	Bottom	Josh Outman	Ben Zobrist	H	Double	43.17	103.41
7	Bottom	Josh Outman	James Loney	H	Single	153.61	78.31
7	Bottom	Carlos Carrasco	Matt Joyce	O	Flyout	111.45	66.27
7	Bottom	Carlos Carrasco	Desmond Jennings	O	Flyout	66.27	80.32
8	Top	Juan Carlos Oviedo	Jose Ramirez	O	Groundout	134.54	154.62
8	Bottom	Carlos Carrasco	Yunel Escobar	O	Flyout	157.63	56.22
8	Bottom	Carlos Carrasco	Ryan Hanigan	O	Flyout	77.31	91.37
8	Bottom	Carlos Carrasco	David DeJesus	O	Groundout	142.57	155.62
9	Top	Grant Balfour	Lonnie Chisenhall	H	Single	127.51	77.31
9	Top	Grant Balfour	Michael Brantley	H	Single	86.35	91.37
9	Top	Grant Balfour	Ryan Raburn	O	Flyout	126.51	66.27
9	Top	Grant Balfour	Asdrubal Cabrera	O	Groundout	145.58	156.63
1	Top	Alfredo Simon	Charlie Blackmon	H	Home Run	199.8	54.22
1	Top	Alfredo Simon	Corey Dickerson	H	Home Run	217.87	59.24
1	Top	Alfredo Simon	Troy Tulowitzki	O	Flyout	130.52	85.34
1	Top	Alfredo Simon	Carlos Gonzalez	O	Flyout	72.29	115.46
1	Top	Alfredo Simon	Nolan Arenado	O	Groundout	113.45	151.61
1	Bottom	Jordan Lyles	Brayan Pena	O	Groundout	119.48	146.59
2	Top	Alfredo Simon	Justin Morneau	O	Lineout	83.33	115.46
2	Top	Alfredo Simon	Jordan Pacheco	H	Single	88.35	124.5
2	Top	Alfredo Simon	DJ LeMahieu	H	Single	156.63	115.46
2	Top	Alfredo Simon	Jordan Lyles	O	Groundout	127.51	169.68
2	Top	Alfredo Simon	Charlie Blackmon	O	Lineout	94.38	92.37
2	Bottom	Jordan Lyles	Joey Votto	H	Home Run	25.1	87.35
2	Bottom	Jordan Lyles	Todd Frazier	O	Groundout	123.49	162.65
2	Bottom	Jordan Lyles	Zack Cozart	O	Groundout	136.55	150.6
3	Top	Alfredo Simon	Corey Dickerson	H	Double	97.39	42.17
3	Top	Alfredo Simon	Troy Tulowitzki	H	Single	114.46	173.69
3	Top	Alfredo Simon	Carlos Gonzalez	O	Groundout	137.55	154.62
3	Top	Alfredo Simon	Nolan Arenado	H	Double	158.63	75.3
3	Top	Alfredo Simon	Justin Morneau	H	Home Run	162.65	30.12
3	Top	Alfredo Simon	Jordan Pacheco	O	Flyout	184.74	122.49
3	Bottom	Jordan Lyles	Skip Schumaker	O	Flyout	116.47	114.46
3	Bottom	Jordan Lyles	Brayan Pena	O	Flyout	84.34	113.45
4	Top	Nick Christiani	Charlie Blackmon	H	Double	186.75	74.3
4	Top	Nick Christiani	Corey Dickerson	H	Double	51.2	79.32
4	Top	Nick Christiani	Nolan Arenado	O	Groundout	107.43	162.65
4	Bottom	Jordan Lyles	Todd Frazier	O	Groundout	127.51	162.65
5	Top	Nick Christiani	Justin Morneau	O	Groundout	154.62	164.66
5	Top	Nick Christiani	Jordan Pacheco	O	Lineout	102.41	168.67
5	Bottom	Jordan Lyles	Zack Cozart	O	Lineout	144.58	167.67
5	Bottom	Jordan Lyles	Billy Hamilton	O	Groundout	139.56	157.63
5	Bottom	Jordan Lyles	Skip Schumaker	H	Single	162.65	124.5
5	Bottom	Jordan Lyles	Brayan Pena	O	Lineout	184.74	88.35
6	Top	J.J. Hoover	Charlie Blackmon	H	Single	125.5	96.39
6	Top	J.J. Hoover	Corey Dickerson	H	Home Run	208.84	41.16
6	Top	J.J. Hoover	Troy Tulowitzki	H	Home Run	50.2	50.2
6	Top	J.J. Hoover	Carlos Gonzalez	O	Flyout	121.49	107.43
6	Top	J.J. Hoover	Nolan Arenado	H	Double	45.18	86.35
6	Top	J.J. Hoover	Justin Morneau	O	Groundout	150.6	162.65
6	Bottom	Jordan Lyles	Brandon Phillips	H	Double	42.17	91.37
6	Bottom	Jordan Lyles	Ryan Ludwick	H	Single	121.49	107.43
7	Top	J.J. Hoover	Jordan Pacheco	O	Groundout	110.44	159.64
7	Top	J.J. Hoover	DJ LeMahieu	O	Lineout	85.34	74.3
7	Bottom	Nick Masset	Zack Cozart	O	Flyout	121.49	47.19
7	Bottom	Nick Masset	Chris Heisey	O	Groundout	116.47	166.67
7	Bottom	Nick Masset	Skip Schumaker	O	Groundout	146.59	159.64
8	Top	Logan Ondrusek	Charlie Culberson	H	Single	125.5	144.58
8	Top	Logan Ondrusek	Brandon Barnes	O	Lineout	135.54	67.27
8	Bottom	Matt Belisle	Brayan Pena	E	Field Error	146.59	164.66
8	Bottom	Matt Belisle	Neftali Soto	O	Groundout	131.53	150.6
9	Top	Sean Marshall	Jordan Pacheco	H	Double	40.16	118.47
9	Top	Sean Marshall	DJ LeMahieu	O	Groundout	111.45	156.63
9	Top	Sean Marshall	Drew Stubbs	O	Groundout	100.4	166.67
9	Bottom	Rex Brothers	Todd Frazier	H	Single	81.33	116.47
9	Bottom	Rex Brothers	Ryan Ludwick	E	Catcher Interference	84.98	101.89
9	Bottom	Rex Brothers	Roger Bernadina	O	Groundout	150.6	161.65
9	Bottom	Rex Brothers	Zack Cozart	O	Pop Out	144.58	151.61
9	Bottom	Rex Brothers	Chris Heisey	O	Pop Out	157.63	153.61
1	Top	Kyle Lohse	Jacoby Ellsbury	O	Groundout	142.57	155.62
1	Top	Kyle Lohse	Brett Gardner	O	Flyout	98.39	98.39
1	Top	Kyle Lohse	Carlos Beltran	O	Pop Out	99.4	136.55
1	Bottom	CC Sabathia	Carlos Gomez	H	Home Run	12.05	47.19
1	Bottom	CC Sabathia	Jean Segura	O	Flyout	173.69	116.47
1	Bottom	CC Sabathia	Jonathan Lucroy	O	Groundout	108.43	154.62
1	Bottom	CC Sabathia	Aramis Ramirez	H	Single	118.47	91.37
1	Bottom	CC Sabathia	Rickie Weeks	O	Groundout	141.57	151.61
2	Top	Kyle Lohse	Mark Teixeira	H	Single	179.72	99.4
2	Top	Kyle Lohse	Yangervis Solarte	H	Single	196.79	106.43
2	Top	Kyle Lohse	Brian Roberts	O	Flyout	115.46	94.38
2	Bottom	CC Sabathia	Mark Reynolds	O	Pop Out	106.43	155.62
2	Bottom	CC Sabathia	Khris Davis	O	Flyout	69.28	69.28
2	Bottom	CC Sabathia	Caleb Gindl	O	Groundout	143.57	155.62
3	Top	Kyle Lohse	Brendan Ryan	H	Single	121.49	88.35
3	Top	Kyle Lohse	CC Sabathia	O	Groundout	110.44	151.61
3	Top	Kyle Lohse	Jacoby Ellsbury	E	Catcher Interference	131.33	122.61
3	Top	Kyle Lohse	Brett Gardner	H	Triple	216.87	97.39
3	Top	Kyle Lohse	Carlos Beltran	H	Single	71.29	110.44
3	Top	Kyle Lohse	Mark Teixeira	O	Groundout	146.59	155.62
3	Bottom	CC Sabathia	Kyle Lohse	O	Groundout	105.42	162.65
3	Bottom	CC Sabathia	Jean Segura	E	Field Error	108.43	155.62
3	Bottom	CC Sabathia	Jonathan Lucroy	H	Home Run	144.58	24.1
3	Bottom	CC Sabathia	Aramis Ramirez	H	Home Run	8.03	65.26
3	Bottom	CC Sabathia	Rickie Weeks	H	Single	113.45	93.37
3	Bottom	CC Sabathia	Mark Reynolds	H	Single	150.6	108.43
4	Top	Kyle Lohse	Brian McCann	H	Single	86.35	106.43
4	Top	Kyle Lohse	Yangervis Solarte	O	Groundout	111.45	164.66
4	Top	Kyle Lohse	Brian Roberts	O	Lineout	95.38	101.41
4	Top	Kyle Lohse	Brendan Ryan	H	Single	111.45	172.69
4	Top	Kyle Lohse	CC Sabathia	O	Groundout	110.44	150.6
4	Bottom	CC Sabathia	Caleb Gindl	O	Flyout	115.46	85.34
4	Bottom	CC Sabathia	Kyle Lohse	O	Pop Out	166.67	171.69
5	Top	Kyle Lohse	Jacoby Ellsbury	O	Pop Out	71.29	164.66
5	Top	Kyle Lohse	Carlos Beltran	O	Groundout	154.62	168.67
5	Bottom	CC Sabathia	Jean Segura	O	Lineout	209.84	111.45
5	Bottom	CC Sabathia	Jonathan Lucroy	O	Lineout	108.43	58.23
6	Top	Kyle Lohse	Mark Teixeira	H	Home Run	41.16	59.24
6	Top	Kyle Lohse	Brian McCann	O	Groundout	134.54	150.6
6	Top	Kyle Lohse	Yangervis Solarte	O	Groundout	148.59	163.65
6	Top	Kyle Lohse	Brian Roberts	O	Flyout	120.48	62.25
6	Bottom	CC Sabathia	Rickie Weeks	O	Lineout	186.75	101.41
6	Bottom	CC Sabathia	Khris Davis	H	Single	128.51	86.35
6	Bottom	CC Sabathia	Caleb Gindl	H	Single	147.59	159.64
7	Top	Tyler Thornburg	Ichiro Suzuki	H	Single	117.47	88.35
7	Top	Zach Duke	Jacoby Ellsbury	O	Flyout	71.29	100.4
7	Top	Zach Duke	Alfonso Soriano	H	Single	167.67	109.44
7	Top	Zach Duke	Carlos Beltran	O	Groundout	107.43	165.66
7	Bottom	Alfredo Aceves	Jean Segura	O	Groundout	109.44	162.65
7	Bottom	Alfredo Aceves	Jonathan Lucroy	H	Double	204.82	78.31
7	Bottom	Alfredo Aceves	Jeff Bianchi	O	Pop Out	161.65	133.53
7	Bottom	Alfredo Aceves	Rickie Weeks	H	Single	76.31	106.43
8	Top	Will Smith	Mark Teixeira	O	Groundout	107.43	155.62
8	Bottom	Alfredo Aceves	Khris Davis	O	Lineout	73.29	104.42
8	Bottom	Alfredo Aceves	Logan Schafer	O	Flyout	67.27	104.42
8	Bottom	Alfredo Aceves	Carlos Gomez	O	Flyout	109.44	36.14
9	Top	Francisco Rodriguez	Brian Roberts	O	Flyout	208.84	82.33
9	Top	Francisco Rodriguez	Kelly Johnson	O	Lineout	206.83	78.31
9	Top	Francisco Rodriguez	Ichiro Suzuki	O	Flyout	79.32	116.47
1	Top	Dillon Gee	Ben Revere	H	Single	137.55	92.37
1	Top	Dillon Gee	Jimmy Rollins	H	Single	169.68	102.41
1	Top	Dillon Gee	Chase Utley	O	Lineout	140.56	75.3
1	Top	Dillon Gee	Ryan Howard	H	Double	82.33	60.24
1	Top	Dillon Gee	Domonic Brown	H	Single	131.53	107.43
1	Top	Dillon Gee	Carlos Ruiz	O	Groundout	122.49	178.71
1	Top	Dillon Gee	Cody Asche	O	Lineout	149.6	158.63
1	Bottom	Kyle Kendrick	Daniel Murphy	O	Groundout	148.59	151.61
1	Bottom	Kyle Kendrick	David Wright	H	Home Run	60.24	42.17
1	Bottom	Kyle Kendrick	Curtis Granderson	O	Groundout	144.58	148.59
1	Bottom	Kyle Kendrick	Chris Young	O	Groundout	123.49	192.77
2	Top	Dillon Gee	Kyle Kendrick	O	Lineout	105.42	163.65
2	Top	Dillon Gee	Ben Revere	O	Groundout	125.5	177.71
2	Top	Dillon Gee	Jimmy Rollins	H	Home Run	212.85	40.16
2	Top	Dillon Gee	Chase Utley	O	Flyout	61.24	139.56
2	Bottom	Kyle Kendrick	Wilmer Flores	O	Flyout	146.59	54.22
2	Bottom	Kyle Kendrick	Travis d'Arnaud	O	Lineout	141.57	55.22
3	Top	Dillon Gee	Ryan Howard	O	Groundout	152.61	138.55
3	Top	Dillon Gee	Marlon Byrd	O	Flyout	150.6	46.18
3	Top	Dillon Gee	Domonic Brown	O	Lineout	66.27	76.31
3	Bottom	Kyle Kendrick	Juan Lagares	O	Groundout	103.41	154.62
3	Bottom	Kyle Kendrick	Daniel Murphy	O	Flyout	136.55	53.21
4	Top	Dillon Gee	Carlos Ruiz	O	Lineout	180.72	120.48
4	Top	Dillon Gee	Cody Asche	O	Groundout	148.59	156.63
4	Bottom	Kyle Kendrick	David Wright	O	Groundout	104.42	156.63
4	Bottom	Kyle Kendrick	Curtis Granderson	H	Single	127.51	174.7
4	Bottom	Kyle Kendrick	Lucas Duda	O	Lineout	110.44	145.58
5	Top	Dillon Gee	Ben Revere	O	Groundout	142.57	152.61
5	Top	Dillon Gee	Jimmy Rollins	O	Flyout	93.37	79.32
5	Top	Dillon Gee	Ryan Howard	H	Single	121.49	95.38
5	Top	Dillon Gee	Marlon Byrd	O	Pop Out	105.42	122.49
5	Bottom	Kyle Kendrick	Wilmer Flores	O	Groundout	144.58	148.59
5	Bottom	Kyle Kendrick	Travis d'Arnaud	O	Pop Out	134.54	207.83
5	Bottom	Kyle Kendrick	Dillon Gee	O	Groundout	106.43	166.67
6	Top	Dillon Gee	Domonic Brown	O	Groundout	148.59	161.65
6	Top	Dillon Gee	Carlos Ruiz	O	Groundout	149.6	158.63
6	Top	Dillon Gee	Kyle Kendrick	O	Groundout	107.43	152.61
6	Bottom	Kyle Kendrick	Daniel Murphy	H	Single	77.31	103.41
6	Bottom	Kyle Kendrick	David Wright	H	Double	193.78	125.5
6	Bottom	Jake Diekman	Eric Campbell	O	Lineout	166.67	88.35
6	Bottom	Jake Diekman	Wilmer Flores	O	Pop Out	165.66	169.68
7	Top	Scott Rice	Ben Revere	O	Groundout	109.44	150.6
7	Top	Scott Rice	Jimmy Rollins	H	Single	142.57	157.63
7	Top	Scott Rice	Chase Utley	H	Double	95.38	45.18
7	Top	Scott Rice	Ryan Howard	H	Single	178.71	100.4
7	Bottom	Jake Diekman	Juan Lagares	H	Single	86.35	104.42
7	Bottom	Jake Diekman	Daniel Murphy	O	Flyout	88.35	99.4
8	Top	Carlos Torres	Domonic Brown	O	Groundout	153.61	150.6
8	Top	Carlos Torres	Carlos Ruiz	O	Groundout	110.44	155.62
8	Top	Carlos Torres	Cody Asche	O	Groundout	150.6	144.58
8	Bottom	Mike Adams	David Wright	H	Single	162.65	100.4
8	Bottom	Mike Adams	Curtis Granderson	H	Single	177.71	98.39
8	Bottom	Mike Adams	Chris Young	O	Bunt Groundout	118.47	188.76
8	Bottom	Mike Adams	Bobby Abreu	O	Groundout	132.53	182.73
9	Top	Kyle Farnsworth	Tony Gwynn Jr.	O	Bunt Groundout	117.47	183.73
9	Top	Kyle Farnsworth	Chase Utley	H	Single	185.74	103.41
9	Top	Kyle Farnsworth	Ryan Howard	H	Single	122.49	95.38
9	Top	Kyle Farnsworth	Marlon Byrd	O	Groundout	110.44	147.59
9	Bottom	Jonathan Papelbon	Juan Lagares	O	Flyout	165.66	77.31
9	Bottom	Jonathan Papelbon	David Wright	O	Pop Out	160.64	184.74
1	Top	Martin Perez	Dustin Pedroia	O	Groundout	138.55	180.72
1	Top	Martin Perez	Shane Victorino	H	Single	112.45	118.47
1	Top	Martin Perez	David Ortiz	O	Flyout	124.5	72.29
1	Top	Martin Perez	Jonny Gomes	O	Lineout	85.34	51.2
1	Bottom	Jon Lester	Elvis Andrus	O	Bunt Groundout	119.48	188.76
1	Bottom	Jon Lester	Adrian Beltre	O	Flyout	84.34	53.21
2	Top	Martin Perez	Xander Bogaerts	O	Groundout	111.45	153.61
2	Top	Martin Perez	Will Middlebrooks	H	Single	150.6	127.51
2	Top	Martin Perez	Shane Victorino	H	Single	120.48	97.39
2	Bottom	Jon Lester	Prince Fielder	O	Flyout	62.25	99.4
3	Top	Martin Perez	David Ortiz	H	Home Run	218.88	63.25
3	Top	Martin Perez	Xander Bogaerts	O	Flyout	69.28	55.22
3	Bottom	Jon Lester	Leonys Martin	O	Groundout	114.46	149.6
3	Bottom	Jon Lester	Robinson Chirinos	O	Groundout	111.45	155.62
3	Bottom	Jon Lester	Luis Sardinas	O	Lineout	146.59	150.6
4	Top	Martin Perez	Jackie Bradley Jr.	H	Single	167.67	119.48
4	Top	Martin Perez	Dustin Pedroia	H	Single	96.39	88.35
4	Top	Martin Perez	Shane Victorino	H	Single	154.62	133.53
4	Top	Martin Perez	David Ortiz	H	Double	206.83	108.43
4	Top	Martin Perez	Jonny Gomes	H	Single	94.38	95.38
4	Top	Shawn Tolleson	Xander Bogaerts	O	Flyout	178.71	118.47
4	Bottom	Jon Lester	Shin-Soo Choo	H	Double	119.48	36.14
4	Bottom	Jon Lester	Elvis Andrus	O	Groundout	142.57	156.63
4	Bottom	Jon Lester	Prince Fielder	O	Flyout	87.35	91.37
4	Bottom	Jon Lester	Alex Rios	H	Triple	163.65	45.18
5	Top	Shawn Tolleson	Will Middlebrooks	O	Groundout	110.44	160.64
5	Top	Shawn Tolleson	Jackie Bradley Jr.	O	Groundout	118.47	150.6
5	Bottom	Jon Lester	Luis Sardinas	H	Single	171.69	103.41
5	Bottom	Jon Lester	Elvis Andrus	H	Double	97.39	64.26
6	Top	Shawn Tolleson	Shane Victorino	O	Flyout	95.38	112.45
6	Top	Aaron Poreda	David Ortiz	O	Groundout	135.54	152.61
6	Bottom	Jon Lester	Prince Fielder	O	Pop Out	111.45	132.53
6	Bottom	Jon Lester	Alex Rios	O	Flyout	174.7	104.42
6	Bottom	Jon Lester	Michael Choice	O	Lineout	142.57	150.6
7	Top	Aaron Poreda	Mike Napoli	O	Groundout	109.44	180.72
7	Bottom	Jon Lester	Robinson Chirinos	O	Lineout	133.53	153.61
7	Bottom	Jon Lester	Luis Sardinas	O	Pop Out	168.67	177.71
8	Top	Justin Germano	David Ross	O	Pop Out	105.42	130.52
8	Top	Justin Germano	Jackie Bradley Jr.	H	Single	162.65	119.48
8	Top	Justin Germano	Dustin Pedroia	H	Single	84.34	97.39
8	Top	Justin Germano	Shane Victorino	O	Flyout	74.3	86.35
8	Top	Justin Germano	Mike Napoli	O	Lineout	99.4	165.66
8	Bottom	Junichi Tazawa	Elvis Andrus	H	Single	188.76	119.48
8	Bottom	Junichi Tazawa	Adrian Beltre	O	Groundout	118.47	181.73
9	Top	Justin Germano	Jonny Gomes	O	Pop Out	85.34	182.73
9	Bottom	Burke Badenhop	Alex Rios	O	Lineout	136.55	97.39
9	Bottom	Burke Badenhop	Leonys Martin	H	Single	172.69	112.45
9	Bottom	Burke Badenhop	Rougned Odor	H	Single	85.34	113.45
1	Top	Eric Stults	Reed Johnson	H	Single	172.69	121.49
1	Top	Eric Stults	Ed Lucas	O	Flyout	154.62	63.25
1	Top	Eric Stults	Giancarlo Stanton	O	Flyout	214.86	105.42
1	Top	Eric Stults	Casey McGehee	H	Home Run	96.39	21.08
1	Top	Eric Stults	Jarrod Saltalamacchia	O	Flyout	106.43	76.31
1	Bottom	Nathan Eovaldi	Will Venable	H	Single	92.37	97.39
1	Bottom	Nathan Eovaldi	Everth Cabrera	O	Groundout	109.44	156.63
1	Bottom	Nathan Eovaldi	Seth Smith	H	Triple	216.87	106.43
1	Bottom	Nathan Eovaldi	Chase Headley	O	Groundout	144.58	158.63
2	Top	Eric Stults	Marcell Ozuna	O	Pop Out	119.48	120.48
2	Top	Eric Stults	Jeff Baker	H	Double	28.11	106.43
2	Top	Eric Stults	Adeiny Hechavarria	O	Flyout	150.6	41.16
2	Bottom	Nathan Eovaldi	Yonder Alonso	H	Single	128.51	94.38
2	Bottom	Nathan Eovaldi	Cameron Maybin	O	Groundout	116.47	183.73
2	Bottom	Nathan Eovaldi	Nick Hundley	H	Single	155.62	111.45
2	Bottom	Nathan Eovaldi	Eric Stults	O	Bunt Groundout	125.5	196.79
3	Top	Eric Stults	Reed Johnson	O	Lineout	106.43	170.68
3	Top	Eric Stults	Ed Lucas	H	Single	187.75	123.49
3	Top	Eric Stults	Giancarlo Stanton	O	Groundout	112.45	173.69
3	Top	Eric Stults	Casey McGehee	O	Groundout	118.47	189.76
3	Bottom	Nathan Eovaldi	Everth Cabrera	O	Groundout	140.56	154.62
3	Bottom	Nathan Eovaldi	Seth Smith	H	Home Run	207.83	47.19
3	Bottom	Nathan Eovaldi	Jedd Gyorko	O	Flyout	69.28	56.22
3	Bottom	Nathan Eovaldi	Cameron Maybin	O	Flyout	170.68	89.36
4	Top	Eric Stults	Jarrod Saltalamacchia	O	Lineout	98.39	165.66
4	Top	Eric Stults	Jeff Baker	H	Single	136.55	168.67
4	Top	Eric Stults	Adeiny Hechavarria	O	Groundout	107.43	157.63
4	Bottom	Nathan Eovaldi	Nick Hundley	O	Flyout	178.71	125.5
4	Bottom	Nathan Eovaldi	Everth Cabrera	H	Single	82.33	107.43
4	Bottom	Nathan Eovaldi	Seth Smith	O	Groundout	153.61	167.67
5	Top	Eric Stults	Reed Johnson	O	Flyout	48.19	77.31
5	Top	Eric Stults	Ed Lucas	O	Groundout	128.51	188.76
5	Bottom	Nathan Eovaldi	Jedd Gyorko	O	Groundout	136.55	149.6
5	Bottom	Nathan Eovaldi	Chase Headley	O	Flyout	86.35	50.2
5	Bottom	Nathan Eovaldi	Cameron Maybin	H	Single	129.52	97.39
5	Bottom	Nathan Eovaldi	Nick Hundley	O	Flyout	108.43	90.36
6	Top	Eric Stults	Giancarlo Stanton	H	Single	149.6	85.34
6	Top	Eric Stults	Casey McGehee	O	Groundout	105.42	157.63
6	Top	Eric Stults	Jarrod Saltalamacchia	O	Flyout	178.71	111.45
6	Bottom	Carlos Marmol	Will Venable	O	Groundout	114.46	151.61
6	Bottom	Carlos Marmol	Everth Cabrera	H	Single	116.47	184.74
6	Bottom	Carlos Marmol	Seth Smith	E	Error	63.52	173.55
6	Bottom	Carlos Marmol	Jedd Gyorko	H	Single	163.65	127.51
6	Bottom	Carlos Marmol	Chase Headley	H	Home Run	233.94	66.27
6	Bottom	Carlos Marmol	Yonder Alonso	H	Single	114.46	97.39
6	Bottom	Carlos Marmol	Cameron Maybin	O	Flyout	172.69	74.3
7	Top	Nick Vincent	Jeff Baker	H	Double	54.22	88.35
7	Top	Nick Vincent	Reed Johnson	H	Double	30.12	102.41
7	Bottom	Brad Hand	Nick Hundley	O	Groundout	114.46	151.61
7	Bottom	Brad Hand	Will Venable	O	Bunt Groundout	135.54	175.7
7	Bottom	Brad Hand	Seth Smith	H	Double	160.64	42.17
7	Bottom	Brad Hand	Jedd Gyorko	O	Groundout	109.44	155.62
8	Top	Joaquin Benoit	Casey McGehee	O	Groundout	99.4	166.67
8	Bottom	Carter Capps	Yonder Alonso	H	Single	58.23	114.46
8	Bottom	Carter Capps	Kyle Blanks	O	Flyout	108.43	41.16
9	Top	Donn Roach	Adeiny Hechavarria	H	Double	49.2	80.32
1	Top	Sonny Gray	Denard Span	O	Groundout	114.46	153.61
1	Top	Sonny Gray	Kevin Frandsen	O	Groundout	109.44	173.69
1	Top	Sonny Gray	Anthony Rendon	O	Flyout	179.72	65.26
1	Bottom	Tanner Roark	John Jaso	O	Lineout	114.46	62.25
1	Bottom	Tanner Roark	Josh Donaldson	E	Field Error	100.4	167.67
1	Bottom	Tanner Roark	Brandon Moss	O	Groundout	141.57	168.67
2	Top	Sonny Gray	Ian Desmond	O	Groundout	109.44	154.62
2	Bottom	Tanner Roark	Yoenis Cespedes	O	Groundout	106.43	162.65
2	Bottom	Tanner Roark	Josh Reddick	O	Flyout	190.76	80.32
3	Top	Sonny Gray	Danny Espinosa	H	Home Run	206.83	49.2
3	Top	Sonny Gray	Zach Walters	H	Single	194.78	102.41
3	Top	Sonny Gray	Denard Span	H	Single	185.74	111.45
3	Top	Sonny Gray	Kevin Frandsen	H	Double	88.35	46.18
3	Top	Sonny Gray	Anthony Rendon	O	Lineout	193.78	100.4
3	Top	Sonny Gray	Wilson Ramos	O	Groundout	126.51	181.73
3	Bottom	Tanner Roark	Eric Sogard	O	Flyout	75.3	115.46
3	Bottom	Tanner Roark	John Jaso	H	Home Run	200.8	59.24
3	Bottom	Tanner Roark	Jed Lowrie	O	Lineout	189.76	105.42
4	Top	Sonny Gray	Ian Desmond	O	Flyout	143.57	59.24
4	Top	Sonny Gray	Danny Espinosa	O	Pop Out	80.32	149.6
4	Top	Sonny Gray	Zach Walters	O	Pop Out	80.32	166.67
4	Bottom	Tanner Roark	Josh Donaldson	O	Flyout	118.47	86.35
5	Top	Sonny Gray	Denard Span	O	Lineout	128.51	81.33
5	Top	Sonny Gray	Kevin Frandsen	H	Single	100.4	152.61
5	Top	Sonny Gray	Anthony Rendon	H	Single	125.5	89.36
5	Top	Sonny Gray	Jayson Werth	O	Groundout	123.49	178.71
5	Bottom	Tanner Roark	Josh Reddick	O	Pop Out	94.38	154.62
5	Bottom	Tanner Roark	Alberto Callaspo	O	Pop Out	74.3	179.72
5	Bottom	Tanner Roark	Eric Sogard	O	Lineout	123.49	80.32
6	Top	Sonny Gray	Wilson Ramos	O	Groundout	102.41	163.65
6	Top	Sonny Gray	Ian Desmond	O	Groundout	124.5	180.72
6	Top	Sonny Gray	Nate McLouth	O	Groundout	139.56	155.62
6	Bottom	Tanner Roark	Craig Gentry	O	Pop Out	145.58	149.6
6	Bottom	Tanner Roark	John Jaso	O	Lineout	134.54	79.32
6	Bottom	Tanner Roark	Jed Lowrie	O	Flyout	114.46	123.49
7	Top	Sonny Gray	Zach Walters	O	Groundout	137.55	152.61
7	Top	Sonny Gray	Denard Span	E	Field Error	113.45	178.71
7	Top	Sonny Gray	Kevin Frandsen	O	Flyout	215.86	123.49
7	Bottom	Tanner Roark	Josh Donaldson	O	Lineout	71.29	107.43
7	Bottom	Tanner Roark	Brandon Moss	O	Groundout	151.61	166.67
7	Bottom	Tanner Roark	Yoenis Cespedes	O	Groundout	107.43	168.67
8	Top	Luke Gregerson	Jayson Werth	O	Groundout	111.45	155.62
8	Top	Luke Gregerson	Wilson Ramos	O	Groundout	113.45	157.63
8	Bottom	Tanner Roark	Josh Reddick	H	Single	134.54	94.38
8	Bottom	Tanner Roark	Alberto Callaspo	O	Flyout	77.31	87.35
8	Bottom	Tanner Roark	Eric Sogard	O	Lineout	136.55	154.62
8	Bottom	Tanner Roark	Eric Sogard	E	Error	136.55	154.62
8	Bottom	Tyler Clippard	Derek Norris	O	Pop Out	116.47	155.62
9	Top	Sean Doolittle	Danny Espinosa	O	Flyout	156.63	80.32
9	Bottom	Rafael Soriano	John Jaso	H	Single	93.37	119.48
9	Bottom	Rafael Soriano	Jed Lowrie	H	Double	167.67	49.2
9	Bottom	Rafael Soriano	Josh Donaldson	H	Single	93.37	94.38
9	Bottom	Rafael Soriano	Brandon Moss	O	Pop Out	105.42	129.52
9	Bottom	Rafael Soriano	Yoenis Cespedes	O	Lineout	143.57	89.36
9	Bottom	Rafael Soriano	Josh Reddick	O	Pop Out	89.36	179.72
